Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     260/260         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const [212]
                0.00    0.00     260/260         std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::count<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char const&) [216]
                0.00    0.00     260/260         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++() [209]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const [259]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() const [258]
-----------------------------------------------
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [86]
[85]     0.0    0.00    0.00    1461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_allocate(std::allocator<char>&, unsigned long) [85]
                0.00    0.00    1461/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00    1461/1461        std::__new_allocator<char>::allocate(unsigned long, void const*) [178]
-----------------------------------------------
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [57]
                0.00    0.00     260/1461        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [82]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [63]
[86]     0.0    0.00    0.00    1461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [86]
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_allocate(std::allocator<char>&, unsigned long) [85]
                0.00    0.00    2661/13461       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [155]
                0.00    0.00    1461/2922        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [171]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[87]     0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [87]
                0.00    0.00       1/1           void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [88]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [117]
                0.00    0.00       1/2           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [243]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [87]
[88]     0.0    0.00    0.00       1         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [88]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [91]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
-----------------------------------------------
                0.00    0.00     260/260         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [90]
[89]     0.0    0.00    0.00     260         void std::destroy_at<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [89]
                0.00    0.00     260/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [61]
-----------------------------------------------
                0.00    0.00     260/260         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [91]
[90]     0.0    0.00    0.00     260         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [90]
                0.00    0.00     260/260         void std::destroy_at<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [89]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [88]
[91]     0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [91]
                0.00    0.00     260/260         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [90]
                0.00    0.00     260/520         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [207]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [94]
[92]     0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [92]
                0.00    0.00    1200/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00    1200/1200        std::__new_allocator<Point>::allocate(unsigned long, void const*) [190]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [96]
[93]     0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [93]
                0.00    0.00    1200/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00    1200/1200        std::__new_allocator<Point>::deallocate(Point*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [95]
[94]     0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [94]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [92]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::vector(unsigned long, std::allocator<Point> const&) [8]
[95]     0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [95]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [94]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [186]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::~vector() [7]
[96]     0.0    0.00    0.00    1200         std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [96]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_M_deallocate(Point*, unsigned long) [93]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::~_Vector_impl() [187]
-----------------------------------------------
                0.00    0.00    1200/1200        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [25]
[97]     0.0    0.00    0.00    1200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [97]
                0.00    0.00    1200/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [64]
-----------------------------------------------
                0.00    0.00    1200/1200        Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [9]
[98]     0.0    0.00    0.00    1200         void std::_Construct<Point>(Point*) [98]
                0.00    0.00    1200/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00    1200/2661        operator new(unsigned long, void*) [173]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::~vector() [7]
[99]     0.0    0.00    0.00    1200         void std::_Destroy<Point*>(Point*, Point*) [99]
                0.00    0.00    1200/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00    1200/1200        void std::_Destroy_aux<true>::__destroy<Point*>(Point*, Point*) [185]
-----------------------------------------------
                0.00    0.00     260/260         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [82]
[100]    0.0    0.00    0.00     260         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [100]
                0.00    0.00     260/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [64]
-----------------------------------------------
                0.00    0.00       1/4           main [1]
                0.00    0.00       3/4           compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[101]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::~vector() [101]
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [107]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [106]
                0.00    0.00       4/8200        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [159]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [104]
[102]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [102]
                0.00    0.00       4/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       4/4           std::__new_allocator<int>::allocate(unsigned long, void const*) [228]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [106]
[103]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [103]
                0.00    0.00       4/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       4/4           std::__new_allocator<int>::deallocate(int*, unsigned long) [227]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [105]
[104]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [104]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [102]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [36]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [33]
                0.00    0.00       2/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [108]
[105]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [105]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [104]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [224]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [101]
[106]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [106]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [103]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [225]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [101]
[107]    0.0    0.00    0.00       4         void std::_Destroy<int*>(int*, int*) [107]
                0.00    0.00       4/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [223]
-----------------------------------------------
                0.00    0.00       2/2           compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[108]    0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [108]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [105]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [235]
                0.00    0.00       2/67604       std::vector<int, std::allocator<int> >::size() const [137]
                0.00    0.00       2/8200        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [159]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::end() const [239]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::begin() const [240]
                0.00    0.00       2/2           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [253]
-----------------------------------------------
                0.00    0.00       1/1           generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [46]
[109]    0.0    0.00    0.00       1         std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [109]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_allocate(unsigned long) [112]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_deallocate(RouteRequest*, unsigned long) [111]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::max_size() const [257]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::capacity() const [256]
                0.00    0.00       1/2           std::vector<RouteRequest, std::allocator<RouteRequest> >::size() const [238]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_get_Tp_allocator() [242]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_relocate(RouteRequest*, RouteRequest*, RouteRequest*, std::allocator<RouteRequest>&) [279]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[110]    0.0    0.00    0.00       1         std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [110]
                0.00    0.00       1/1           void std::_Destroy<RouteRequest*>(RouteRequest*, RouteRequest*) [121]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::~_Vector_base() [122]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_get_Tp_allocator() [242]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::~_Vector_base() [122]
                0.00    0.00       1/2           std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [109]
[111]    0.0    0.00    0.00       2         std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_deallocate(RouteRequest*, unsigned long) [111]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/1           std::__new_allocator<RouteRequest>::deallocate(RouteRequest*, unsigned long) [265]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [109]
[112]    0.0    0.00    0.00       1         std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_allocate(unsigned long) [112]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/1           std::__new_allocator<RouteRequest>::allocate(unsigned long, void const*) [266]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [115]
[113]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [113]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/1           std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [268]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [117]
[114]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [114]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/1           std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [267]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [116]
[115]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [115]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [113]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [73]
[116]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [116]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [115]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [262]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [87]
[117]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [117]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [114]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [263]
-----------------------------------------------
                0.00    0.00       1/1           std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [119]
[118]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::param_type::param_type(int, int) [118]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
-----------------------------------------------
                0.00    0.00       1/1           generate_grid[abi:cxx11](int, int) [44]
[119]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [119]
                0.00    0.00       1/1           std::uniform_int_distribution<int>::param_type::param_type(int, int) [118]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [34]
[120]    0.0    0.00    0.00       1         void std::_Construct<int>(int*) [120]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/2661        operator new(unsigned long, void*) [173]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [110]
[121]    0.0    0.00    0.00       1         void std::_Destroy<RouteRequest*>(RouteRequest*, RouteRequest*) [121]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [30]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<RouteRequest*>(RouteRequest*, RouteRequest*) [260]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [110]
[122]    0.0    0.00    0.00       1         std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::~_Vector_base() [122]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_deallocate(RouteRequest*, unsigned long) [111]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_Vector_impl::~_Vector_impl() [261]
-----------------------------------------------
                0.00    0.00  279952/279952      summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [28]
[129]    0.0    0.00    0.00  279952         std::array<int, 1201ul>::operator[](unsigned long) [129]
-----------------------------------------------
                0.00    0.00  196308/196308      bool __gnu_cxx::operator==<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [134]
[130]    0.0    0.00    0.00  196308         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [130]
-----------------------------------------------
                0.00    0.00  135202/135202      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [138]
[131]    0.0    0.00    0.00  135202         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [131]
-----------------------------------------------
                0.00    0.00  135200/135200      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [146]
[132]    0.0    0.00    0.00  135200         std::uniform_int_distribution<int>::param_type::a() const [132]
-----------------------------------------------
                0.00    0.00   67600/135200      summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [28]
                0.00    0.00   67600/135200      compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[133]    0.0    0.00    0.00  135200         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [133]
-----------------------------------------------
                0.00    0.00   30294/98154       checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [66]
                0.00    0.00   67860/98154       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [214]
